"","X.link.","X.title.","X.time.","X.text."
"564","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"I don't hate how res works now so much as the unrealistic expectations players have of wanting to get one."
"565","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"I mean, right now because of the cast time Rez is ""who can i rez"" not ""who is most important,"" You just jump on whatever chance you have where someon died by a corner you can hide behind, that's my experience anyway, with Rez you knew if you used that tempo rez it could be at LEAST 1 whole fight before you had it again depending on feeding. This new Mercydespite blizzards intent this new Mercy feels easier."
"566","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"12/22/2017 09:30 AMPosted by MercyI have seen it sometimes, not very often though...so the outcry confused me. But I personally feel that rez was far more engaging before! I don't know if she is more engaging or interactive now, for I just feel like a bot which isn't fun o:Yeah. She's always been kind of a bot though because her throughput is so strong -- at least in my mind.  I think her and Ana sit very weirdly in the game.   Like somebody was like - hey here are some healers from MMO-RPGS - GO!  I mean I play healers in those game and Mercy has the same feel and I don't hate her -- which may be why. It's just wack-a-mole without the UI.  I still find that Valk has the same ability to be game-changing that big res did.  But instead of undoing a bad team wipe, you're essentially able to keep the momentum of a team fight or even give your team a second wind.  Which can be seriously critical for capturing a point -- like there are more times where I've seen(from my own team or against where we though were were going lose/win and Mercy's Valk just saved everybody's butts).  Again I think this is just a matter of taste and play-style though as some people hate it and others don't."
"567","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"Having a blast with the current Mercy.I sympathize with the people who miss the old one. Sucks to have the playstyle of your favorite hero change so much.I would not want to go back to it, but to each their own. I hope Blizzard finds a solution that works for most of us."
"568","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"12/22/2017 09:44 AMPosted by PrivatePenguLiterally anyone who didn't play Mercy, and wasn't getting rezzed constantly, thought that the Mercy reworks have been great. Sort-of. She's way more of a must-pick now though. The resurrection is in general horrible and unfun to play against.This is such a misconception imo that it's literally gonna end up killing this character. Rez (off Valk) is a utility tool that can be used every 30s and is not only unsafe to use, but it also means that Mercy isn't doing any healing while she's going for the rez - I will continue to say, people simply need to stop peeking at chokes or continuing the poking game when they earn a pick and dive the Mercy - it isn't any different from the Mercy having a mass rez back then. The only reason why Mercy is a ""Must Pick"" is because she's the only support that requires less babysitting from the team and her healing is not only the most consistant in the game, it's also unlimited resource. (eg: Moira) Moira would be a must pick if she had unlimited healing - hence why I said other supports are lacking. Also you wanna talk about unfun? How is it fun to get sleep darted and sit there contemplating wether or not you're about to get a beatdown? How is it fun to feel like a paper doll because Zen just marked you with Discord? Simply put, it's not, and people going after Mercy because she erased 1 pick is ridiculous."
"569","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"I still think a blend of the old and the new would be best.  Restrict rez to Valkyrie with x charges.But my opinion is probably of little value, as I find watching paint dry more engaging than playing either version of Mercy.  :-)"
"570","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"I have almost 250 hours on Mercy and I think new Mercy is sooo much more fun than old Mercy! She has so much more mobility and is much more active in all the fights. Even with her cast time nerf I find it fun because I have to be much more strategic and when I do pull it off it's rewarding. I hope they leave Mercy just the way she is. And best of all, I can actually play her in comp without getting yelled at by my team constantly."
"571","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"12/22/2017 09:29 AMPosted by AliceYou see this is where I will disagree with your post - I love Valkyrie because I can make plays with Mercy that aren't just ""Rezzes"" and the old Mercy promoted a playstyle that I very much disliked as I felt I wasn't playing Mercy right by actually doing my job - that is being in the frontlines dodging shots and healing/boosting your team.These revert posts are very selfish in nature - do this cause I enjoyed it more. I love Valkyrie and the plays I can make with it. If anything, new Mercy (and yes this includes nerfed, casttime rez) feels more satisfying to play and more rewarding when you're actually doing a good job and are on point and it makes other supports feel like they are massively lacking.I really like Valkyrie QQ... i just wish it was toned down to fit the overall balance of the character. I feel like we ended in the same spot pre-rework. Balanced abilities, too powerful of an ultimate. I dont want to go back to mass rez because i didn't liked how cheap it was- that's why i also want Valkyrie toned down, its too cheap it feels wrong.I've always felt like Valkyrie fits Mercy's Combat Healer character so well, assisting and helping as much as you can in the fray rather than just be helpful after the fight was done. Dodging bullets, enhancing your DPS... if you have to take things and shoot, its enhanced too. It just feels right, the abilities feel right, but for the balance it feels wrong to ult and still have 5-8s of ult after the fightis over"
"572","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"12/22/2017 10:21 AMPosted by righthereI still think a blend of the old and the new would be best.  Restrict rez to Valkyrie with x charges.But my opinion is probably of little value, as I find watching paint dry more engaging than playing either version of Mercy.  :-)I think that restrict rez to Valkyrie only would be fun...I love being able to earn it :)"
"573","https://us.battle.net/forums/en/overwatch/topic/20760806772?page=2#post-40","Mercy Isn't Fun >.<",NA,"Not sure if I'm the minority on this but does Pharmercy feel bland to anyone else now? Before hand you had to use your ult, which was a big sacrifice to make in case you needed it later, but now you can just valk and rez at your earliest convenience and you'll have the rez much more frequently.The excitement Mercy used to have is what made her a favourite of mine, but now I just feel like I'm cheating by flying absurdly high up. It'd be fine if this were a separate hero but this doesn't feel like Mercy at all is my point.Also the battle Mercy aspect is kind of a joke, you're easily sniped and are probably better off healing, damage boosting and rezzing than trying to run the risk of landing elims that your dps could be getting without most of those risks.If you like the new Mercy I'm glad you do, her ult is interesting and can be helpful. My only issue is this feels like they deleted a hero we all loved and gave us a new hero to make up for it without all of the aspects we liked from the deleted hero. They built upon who Symmetra was and it made good sense, but it feels incredibly different this time."
"574","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!","2017-12-22 14:56:00","Look at the player whom posted last and give them a complement on their stats."
"575","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Why?"
"576","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"12/22/2017 07:00 AMPosted by MegaLopunnyWhy?Great job taking out Sym comps!"
"577","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"12/22/2017 08:53 AMPosted by BastionE5412/22/2017 07:00 AMPosted by MegaLopunnyWhy?Great job taking out Sym comps! Thanks for making escort so easy."
"578","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Nice top heroes you have there, hope to see you reach those 200+ hours as Genji :D"
"579","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Awesome amount of games won!  You deserve it too! :D @kairiSparda"
"580","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"12/22/2017 09:07 AMPosted by kairiSpardaNice top heroes you have there, hope to see reach those 200+ hours as Genji :D  Already have in all modes bb"
"581","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Diamond! Nice job!"
"582","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Wow! Not a one trick! Thanks for having a variety of heroes!"
"583","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"So you flex even though you have the most time on dps? Nice! People like you deserve all the appreciation you get. Best of luck in all your games"
"584","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"7 kill streak and 13 most kills in a single match as Mercy. Check out the Battle Mercy over here."
"585","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"Respect for being in masters and playing support, i could never do it!"
"586","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"^ No career profile for you, but i like the name"
"587","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"12/22/2017 10:05 AMPosted by DaddyMiller^ No career profile for you, but i like the namealmost 800 games won as genji! impressive"
"588","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"12/22/2017 07:00 AMPosted by MegaLopunnyWhy?Next verse same as the first!"
"589","https://us.battle.net/forums/en/overwatch/topic/20760676933","Positivity to the one above you!",NA,"There is nothing to compliment me on, I am beyond redemption."
"606","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...","2017-12-22 19:24:00","Nah"
"607","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"Why? You have no reason on why it should be nerfed"
"608","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"12/22/2017 11:23 AMPosted by DoomfistMeBbI know this has been said countless times before, but I do feel as though Moiras range should be nerfed slightly to be equal to symmetra.Moira has 22 range, Symmetra has 7.5.  That's called sledgehammer, not slight."
"609","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"Understand it's just an opinion, but it's a bad one.If they were to reduce her range to Symmetra range, they'd have to buff her damage to Symmetra damage. Moira doing 120 damage/second and 80 self healing/second would be -way- more broken than she is now, my god... I can't fathom why anyone would ever want that. This coming from someone who plays a ton of Moira."
"610","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"12/22/2017 11:29 AMPosted by TGFWilliamUnderstand it's just an opinion, but it's a bad one.If they were to reduce her range to Symmetra range, they'd have to buff her damage to Symmetra damage. Moira doing 120 damage/second and 80 self healing/second would be -way- more broken than she is now, my god... I can't fathom why anyone would ever want that. This coming from someone who plays a ton of Moira.After reading this, had to change my mind, I do believe her healing range should be buffed, and perhaps and indication that you're not just spraying the air with healing, without having to look at the health bar of my person of interest.However, With that being said, Moira's range should be taken down to at LEAST 15 or slightly above.I'm not sure, lemme know what you think"
"611","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"12/22/2017 11:34 AMPosted by DoomfistMeBb12/22/2017 11:29 AMPosted by TGFWilliamUnderstand it's just an opinion, but it's a bad one.If they were to reduce her range to Symmetra range, they'd have to buff her damage to Symmetra damage. Moira doing 120 damage/second and 80 self healing/second would be -way- more broken than she is now, my god... I can't fathom why anyone would ever want that. This coming from someone who plays a ton of Moira.After reading this, had to change my mind, I do believe her healing range should be buffed, and perhaps and indication that you're not just spraying the air with healing, without having to look at the health bar of my person of interest.However, With that being said, Moira's range should be taken down to at LEAST 15 or slightly above.I'm not sure, lemme know what you thinkAgain man, any reduction in range has to be coupled with an increase in potency. You have to also keep in mind that her poking people at -max- range is an uncommon case. Say she spends 90% of hey time damaging people that are between 0 and 15 meters, and only 10% of the time tagging people  15 meters and beyond.if you cut her range in half and double the potency of her mb2, then yes she won't be able to tag those people at max range, but for 90% of her play time it's just a straight double damage Moira buff.I really don't think she needs that."
"612","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"Remember that Moira's LMB heal recharges very slow on it's own.  She needs to do damage to charge it back up faster.  Nerfing her damage range is also nerfing her healing output."
"613","https://us.battle.net/forums/en/overwatch/topic/20760806780","Moira...",NA,"12/22/2017 11:50 AMPosted by KrojackRemember that Moira's LMB heal recharges very slow on it's own.  She needs to do damage to charge it back up faster.  Nerfing her damage range is also nerfing her healing output.As my other posts said, they would likely compensate proportionally. Less range, but more damage / self healing / heal resource recharge rate.She'd just become a close range monster. With her dash / orbs, if she could tank damage with dramatically increased self healing and kill people that much faster with dramatically increased damage she would be the most broken 1v1 hero pick (except for maybe McCree with a good flashbang?).  No one could handle her 1v1. Flanking Moira's would run wild."
"622","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?","2017-12-22 05:12:00","I can’t find a way to have that much fun in this game anymore Quick play is a disaster Competitive is a nightmare specially if you solo queue And the game generated by players are wack to be honest Quick play is unstructured and just stupidly unfun I think I have 999999 loses and 2 wins Competitive is insanely hard and not in a way that competitively fun and a challenge (I don’t mind losing when the games are good etc) But their Just not to the point I don’t even know what’s going half the time.Their has to be a way to enjoy this game their has to be a way to play comp (solo,duo etc) and it not be chaos Ex: my team 4 pure mercy mains 1 LUCIO main and me Other team 2-2-2 (scratch head umm. Okay how we gonna make this work)"
"623","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"As a masochist, yes."
"624","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"It was fun at launch and before Ana came out. Quickly went downhill afterwards."
"625","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"Eh."
"626","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"Not really... I haven't had much fun since the third character I tried to learn got nerfed. Seriously, I've tried to main 3 different characters, and they keep getting nerfed. -_-"
"627","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"It's fun imo. But it's also new to me.QP can be fun, comp is usually more organized and people try. There are those "" other ""games though.I solo que comp 99% of the time.In qp I'll join groups for a bit.  Arcade and custom games with friends are fun.If your not having fun change games. I quit cod after years of playing it and tried overwatch on the free weekend in september. I played the WW2 beta and it just wasn't fun, the previous game wasn't fun.Stuff gets old after a while,"
"628","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"I have fun.I mean it's a game and isn't that the point of a game?  To have fun?If you're not having fun, then why are you playing?Is this logic too much?"
"629","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"OK, just play other games lol and if OW is not funny for you anymore why did you have to say it when there are already 1000 posts about that?"
"630","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"between the hackers in arcade, the trolls in quickplay, the dickheads that think comp is the only mode that matters so they sweat their asses off and cuss you out if you gives no !@#$s about it, and the fact junkrat and pharah the main for easy wins eroes are still getting no sign of being nerfed/tweaked despite being found in nearly every game mode scoring easy wins even in esport level comp it is quickly losing its fun factor very very fast."
"631","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"12/21/2017 09:54 PMPosted by michaelbetween the hackers in arcade, the trolls in quickplay, the dickheads that think comp is the only mode that matters so they sweat their asses off and cuss you out if you gives no !@#$s about it, and the fact junkrat and pharah the main for easy wins eroes are still getting no sign of being nerfed/tweaked despite being found in nearly every game mode scoring easy wins even in esport level comp it is quickly losing its fun factor very very fast.you're silver. of course junk and pharah are hard to kill, you guys can barely look up down there"
"632","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"12/21/2017 09:54 PMPosted by michaelthe dickheads that think comp is the only mode that matters so they sweat their asses off and cuss you out if you gives no !@#$s about itComp is for trying to win, not for casual playing just for fun. There is QP for that. So of course people will get mad at you. And also if you go to a comp game and don't care for it, you are a troll then..."
"633","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"Its fun if you just don't play support or tank. If you want to play those classes I suggest muting vchat and in game text chat. You'll get flamed for nothing all the time."
"634","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"It's still fun, but definitely not as fun as before.I'm having more fun reading and writing about Overwatch (in lore and balance) than actually playing the game. If it weren't for the seasonal skins, I probably would have stop playing quite a bit ago."
"635","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"A lot of people get pretty biased with this game, but in my opinion, the strength of this game is what you make of it. If you expect the game to do all of the work, then you might get bored. Overwatch gives you things to play with, you just have to use what is given. If playing the same hero for too long gets tiring, try someone else. If soloqueue sucks, try to put together a team of people you like. I've done both one-tricking in soloqueue and trying random heros in a group, and they both have their perks, but soloqueue is just not as replayable for me."
"636","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"tbh man, i'm still having a blast. I'm spending more time in comp understanding where i'm not contributing the most as a support so i can figure out how to do it a little better. Lots of videos and threads from pros and streamers alike to figure out what i've been doing wrong. SR is up 300+ over last season, my hero pool is more diverse, and i'm getting better at adapting, despite big changes. Legit having more fun than i ever have."
"637","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"I am not having fun as a tank main. This meta has completely taken control out of my impact on the win, I just have to pray that my dps do their jobs, basically tanks cannot overcome the deficiencies of others."
"638","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"When you have a solid team comp?Super fun.Any other time?Just a struggle."
"639","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"I'm still having fun with it. Overwatch is a blast and there is always something new for me to learn, or improve on. I may not enjoy competitive all that much, but I do love quickplay, a lot of the arcade modes, and I can get down with the custom made games as well. Right now I'm improving my headshot powaz! In them custom games that are headshot only Widow battles. It's a bit stressful because I know if I can't land them headshots Blizzards gonna kick me for being inactive xD"
"640","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"In small bursts if you don't take it seriouslyIf I want to play a game more seriously and more consistently, I'll play PUBG or something where the designers actually care. Overwatch has never been improved a single time since launch unless ""LMAO MINI GAMEZ AND COSTUMEZ XD"" is your idea of what 100% of development needed to be pumped into while half the cast is in languish.Overwatch is like... Smash Bros, only not as good and hilariously with worse balance despite typical Blizzard intrusive patching."
"641","https://us.battle.net/forums/en/overwatch/topic/20760706907","Is Overwatch still fun ?",NA,"12/21/2017 09:34 PMPosted by MoonBurstNot really... I haven't had much fun since the third character I tried to learn got nerfed. Seriously, I've tried to main 3 different characters, and they keep getting nerfed. -_-Just play Genji or Tracer. Blizzards darling DPS heroes. They're never getting nerfed."
"642","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?","2017-12-22 18:36:00","The game is still very fun for me. Yes...we all get angry and frustrated at times with the game or its players but its a directly reflection of the love that we have for it. We wouldnt get so mad if we didnt care."
"643","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?",NA,"if you're trying to take the game seriously but you don't have at least 2 or 3 friends playing with you: noif you're alone and just playing the game for the sake of playing it: kinda¯\_(<U+30C4>)_/¯"
"644","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?",NA,"I stopped playing for while mostly because of the changes you listed. Symmetra and sombra being my mains also doesn't help much either"
"645","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?",NA,"I still have lots of fun. But, for veteran players remember it’s 2 years old almost. People do lose interest and move on. That’s just normal for people. I don’t play as much as I use to, but I still enjoy it. Been putting other games more into the mix now but that just helps me continue liking OW so it doesn’t stagnate on me. If I didn’t have fun, I wouldn’t play."
"646","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?",NA,"Been playing since release. Took a month or 2 break at one point due to other games coming out. But I still very much enjoy the game."
"647","https://us.battle.net/forums/en/overwatch/topic/20760706907?page=3#post-45","Is Overwatch still fun ?",NA,"Why are the people who are saying they still enjoying the game getting downvoted?"
"648","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?","2017-12-22 14:28:00","Yea or Nay."
"649","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"Asmuch as I love new heroes. All of them need to have high level of quality. Fun to play, nice to look. I think current pace is fine since they need to settle with existing cast."
"650","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"Yea"
"651","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"12/22/2017 06:31 AMPosted by WulfykAsmuch as I love new heroes. All of them need to have high level of quality. Fun to play, nice to look. I think current pace is fine since they need to settle with existing cast.Hear, hear."
"652","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"Updates are way too slow in terms of new gameplay additions.The new heroes that come out are broken as heck anyway. So why bother taking so long to leave them in the wraps?This was the story with basically EVERY SINGLE HERO except Ana and Orisa (for the most part). Sombra still has a lot of bugs, Doomfist is only now fixed and had a lot of bugs, Orisa is fairly clean since she´s so simple (though she still has some bugs I´m sure) and Moira still has her Vanish bugs and there are some strange beam disconnects similar to how symmetras beam has.So yea, bring out more new heroes more quickly since they are released in a basically WIP state."
"653","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"They need to balance what we have now and then move their attention on releasing new ones.  Releasing a new hero without balancing the rest would create a catastrophe of an unbalanced mess."
"654","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"12/22/2017 06:31 AMPosted by WulfykAsmuch as I love new heroes. All of them need to have high level of quality. Fun to play, nice to look. I think current pace is fine since they need to settle with existing cast.This^A lot of people like to look to MoBA's (a completely different genre) and say ""they release so many new heroes, we don't understand why OW can't do it!"" when it's clear that OW's pace is just about perfect.Think about ana, sombra, orisa or doomfist.... out of all of them, MAYBE ana was the only that was considered somewhat balanced upon release? (someone correct me, as I don't truly know)A lot of the newly released heroes still aren't in the best place by the time the next new hero is released. Plus, this gives players time to see where each new character fits into the meta (if at all) and gives blizz time to iron out the kinks as far as all the new interactions between existing heroes and the new one.This game would be a s@*#-show if they were releasing heroes any faster than they currently do.  The fact that they can do it at such a pace, on top of the events/game modes/maps &amp; skins speaks wonders to their work ethic... I wouldn't want to be on the tight of a schedule."
"655","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"I understand the whole taking your time to make quality thing. But I think the pace is FAR too slow considering how little heroes we have (at least in the non dps category). It makes the game stale. Its one of the reasons I started playing league until Blizz releases another new hero.I'm also going to try out Paladins for the first time because I want to play a similar game with some different heroes for once."
"656","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"If they're virtually useless in competitive like Doomfist and Sombra then no."
"657","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"While more content released would prevent players from feeling like the game's stagnated, my personal thought it that community made maps would be the easiest way to support that.  I assume,though, that producing a easy user-friendly map maker would be a lot of effort on the development team's part.  Additionally, player made objectionable map content could get attached to the Overwatch brand."
"658","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"Balance. Balance. Balance. Then new Heroes. Then Balance. Balance. Balance.I've played Moira, she feels pretty decent, but I would've preferred if the update she was released in was dedicated to balance changes and have her released either now or just after Christmas, I don't think people would've minded that.It's weird because there's a lot of players here than want more Heroes than Balance, but this game already has plenty of Heroes, and isn't balanced."
"659","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"12/22/2017 06:47 AMPosted by DigitalNinjaBalance. Balance. Balance. Then new Heroes. Then Balance. Balance. Balance.They're super sluggish when it comes to balancing as well."
"660","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"12/22/2017 06:31 AMPosted by WulfykAsmuch as I love new heroes. All of them need to have high level of quality. Fun to play, nice to look. I think current pace is fine since they need to settle with existing cast.I disagree. They barely have a level of quality with the time they have now. Arguably only 2 heroes came out in a good state (Moira and Doomfist) but Doomfist was nerfed immediately. (People said Ana got a small buff upon release...So I don't count her. They propelled her instantly into god tier.) In addition: They also don't fix the heroes we currently have enough EITHER! How long has Mei been at the bottom of the barrel again?  At least a year? How many characters are literally at an almost NON EXISTENT pick rate that they appear not to care for? I find there are fewer and fewer reasons for less heroes in this game... Especially when we only had 4 healers. GOD it was getting stale super fast over in the support section.I'm not asking for super fast releases. Perhaps just two heros at a time on this schedule. Because in reality, if we keep this current pace it'll take a LIFETIME before we find somewhat similar numbers in each type of hero. Hell, even just fixing the heroes at the bottom would be something!"
"661","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"I'd rather have 1 well designed hero every year, than 50 terrible ones every month."
"662","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"Yes, but I want new abilities, not mix-ups of other heroes.so, if a slow release is what it takes to make unique content, so be it."
"663","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"I don't think heroes are released too slow. We wish they'd come faster but we gotta remember it's basically free new content and they're quality made heroes.-Ana was released and toned up since her gun was weak (slower with 6 bullets, then 8 and now 10) but then they sadly nerfed her damage when the grenade + nano-speed was the problem.-Sombra was released painfully slowly and they heard the complains about it + the ARG so we're sure never to get that poop again xD She was also weak at release and is still struggling.-Orisa had a weaker shield and stronger gun, they made her CD lower and her gun weaker so she's really good now.-Doomfist got 'fixed' for the most part recently and is now somewhat viable.-Moira is probably the most balanced release they did until now.It's fair to say blizzard is getting better at this and 5 hero release in a year and a half since the beta ended isn't so slow considering there's huge amount of internal coding, testing and balancing before we get to see them."
"664","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"I'm fine with the current pace they're going with. It may not seem like it to other people but the overwatch team does put a lot of effort into character designs and story development/origins. Rushing heroes out will result in  a half-arsed character with probably more bugs than doomfist and sombra combined. People have to keep in mind as well that the characters should have a good VA, skin selection, (which probably takes awhile) well thought out voice interactions, and how the character will fit in the overwatch universe."
"665","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"12/22/2017 06:51 AMPosted by D3LT4I'd rather have 1 well designed hero every year, than 50 terrible ones every month.Sombra says hi"
"666","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"I do believe they need to release new heroes and contents faster than current pace.The lack of strategy and how meta shifts based on balance patch is getting old really fast, and we need a lot more new contents to make this game more fun."
"667","https://us.battle.net/forums/en/overwatch/topic/20760846777","Do you want new heroes released faster?",NA,"PvE modes &gt;"
"668","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?","2017-12-22 17:31:00","Sorta cause it's hype.Nay cause we need so many changes on other elements too.And would be nice that we get a second event mode for every events. But when you look at Paladins which had an insane release rate of new heroes and how the last two releases + latest patch killed themselves, nah. take the time.Make all the current ones viable !There's not one day without some demands on Sombra for instance.But have them acceptable picks(and not situational) in very situation."
"669","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"12/22/2017 06:36 AMPosted by OrneryMAYBE ana was the only that was considered somewhat balanced upon release?When Ana first came out, everyone hated her. They said she was underpowered and worthless. The forums were in a rage about it.Then the pros figured her out and the tank meta began, then everyone that complained that she was underpowered complain that she was overpowered... then she got nerfed."
"670","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"Heroes come out once every 4 months, but i'd quite like to see one every 3 since the meta tends to get extremely stale really quickly since the devs manage to break a hero with every season."
"671","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"I wouldn't mind new heroes coming out slightly faster, but that's more of ""want"" instead of a ""need"".We really need faster patch updates though, Blizzard has been incredibly slow when it comes to balancing the game. Its part of the reason people get so pissy about D.Va in her current state. When she was first released she was supposed to be a diving tank, but DM felt like !@# so blizzard buffed it. DM became so powerful that D.Va was getting used a defensive tank, which wasn't her purpose and pissed people off. But Blizzard was so slow to deal with the strong DM that people got use to defensive DM D.Va, so when D.Va got changes to become way more aggressive (like she's intended to be) people got mad that she became aggressive instead of being a DM bot.Blizzard takes ages to balance things and its really bad for heroes and for the meta, because the meta lasts too long and people get too attached to it."
